Id;NumVertices;Vertices;NumEdges;Edges
0;5;0;1;2;3;4;5;0;1;2;3;4
1;5;0;1;5;6;7;5;0;5;6;7;8
2;5;1;2;7;8;9;5;1;9;10;11;5
3;5;2;3;11;10;9;5;2;12;13;14;9
4;5;3;4;13;12;11;5;3;15;16;17;12
5;5;4;0;5;14;13;5;4;8;18;19;15
6;5;5;6;16;15;14;5;7;20;21;22;18
7;5;6;7;8;17;16;5;6;11;23;24;20
8;5;8;9;10;18;17;5;10;14;25;26;23
9;5;11;10;18;19;12;5;13;25;27;28;17
10;5;13;14;15;19;12;5;19;22;29;28;16
11;5;15;16;17;18;19;5;21;24;26;27;29
