Id;NumVertices;Vertices;NumEdges;Edges
0;4;0;1;2;3;4;0;1;2;3
1;4;4;5;6;7;4;4;5;6;7
2;4;3;2;6;7;4;2;9;6;8
3;4;0;1;5;4;4;0;11;4;10
4;4;1;5;6;2;4;11;5;9;1
5;4;0;4;7;3;4;10;7;8;3
