Id;NumVertices;Vertices;NumEdges;Edges
0;5;0;8;4;16;12;5;1;11;12;26;2
1;5;0;12;2;10;6;5;2;7;6;17;0
2;5;0;6;14;9;8;5;0;18;23;22;1
3;5;8;9;5;18;4;5;22;14;16;13;11
4;5;4;18;19;17;16;5;13;29;28;27;12
5;5;12;16;17;1;2;5;26;27;5;3;7
6;5;2;1;13;11;10;5;3;4;25;24;6
7;5;6;10;11;7;14;5;17;24;19;20;18
8;5;9;14;7;15;5;5;23;20;21;15;14
9;5;3;13;1;17;19;5;8;4;5;28;10
10;5;3;19;18;5;15;5;10;29;16;15;9
11;5;3;15;7;11;13;5;9;21;19;25;8
